round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,360,380,160,180,380,380,
2,500,520,140,160,520,520,
3,640,620,140,160,640,640,
4,720,720,140,140,760,760,
5,840,820,120,120,880,860,
6,1000,880,80,80,1000,940,
7,1100,980,80,80,1140,1080,
8,1180,1080,80,40,1240,1160,
9,1280,1140,60,40,1340,1240,
10,1360,1220,60,40,1460,1340,
11,1420,1240,60,40,1500,1440,
12,1520,0,60,20,1540,1520,
13,1620,0,40,20,1560,1600,
14,1640,0,40,0,1640,1640,
15,1720,0,40,0,1720,1680,
16,1780,0,40,0,1800,1700,
17,1860,0,40,0,1880,1780,
18,1900,0,40,0,1980,1820,
19,1940,0,40,0,2100,1860,
20,2000,0,40,0,2180,0,
21,2060,0,40,0,2200,0,
22,2080,0,40,0,2240,0,
23,2100,0,40,0,2260,0,
24,2140,0,40,0,2300,0,
25,0,0,40,0,2320,0,
26,0,0,40,0,0,0,
27,0,0,40,0,0,0,
28,0,0,40,0,0,0,
29,0,0,20,0,0,0,
30,0,0,20,0,0,0,
31,0,0,20,0,0,0,
